recipe_name,ingredients_raw,steps,love_count,url,category,total_ingredients,ingredients_cleaned,total_steps
karabu talua,"8 butir telor ayam, rebus--bahan sambal:--15 buah cabe merah keriting--5 buah cabe rawit merah--3 siung bawang putih--8 buah bawang merah--2 buah tomat merah--secukupnya garam--1 buah jeruk limo--","1) kuliti telor yg sdh direbus matang, sisihkan
2) rebus bahan sambal sampai layu, angkat lalu tiriskan. ulek semua bahan lalu beri garam sesuai selera, koreksi rasa. beri perasan jeruk limo. lalu siramkan ke atas telor rebus.",9,https://cookpad.com/id/resep/4037506-karabu-talua-telor,telur,9,"telor ayam , rebus , sambal , cabe merah keriting , cabe rawit merah , bawang putih , bawang merah , tomat merah , garam , jeruk limo",3
hati ayam kecap pedas,0.5 kg hati ayam--10 siung bawang putih--2 siung bawang merah--secukupnya garram--secukupnya kecap manis--5 biji lombok rawit--,"1) rebus hati ayam dengan menambahkan 5 siung bawang putih yg udh d geprek dan garam secukupnya
2) tunggu smpe mendidih lalu tiriskan hati ayam nya
3) panaskan minyak goreng diatas wajan
4) tumis 5 siung bawang putih dan 2 siung bawamg merah yg sudah di iris kecil
5) tambahkan hati ayam nya smpe agak sedkkit matang
6) tambah air secukupnya dan lombok yg sudah diiris..
7) masukkan kecap secukupnya...tunggu smpe mendidih dan sedikit mengental
8) sajikan dengan nasi putih hangat... dijamin eunakk....
9) selamat mencoba dan smoga sehat slalu",9,https://cookpad.com/id/resep/4322701-hati-ayam-kecap-pedas,ayam,6,"hati ayam , bawang putih , bawang merah , garram , kecap manis , biji lombok rawit",9
ayam pyedas bumbu kuning,ayam diungkep--sereh digepreh--bumbu penyedap--2 lmbar daun jeruk--bumbu halus :--10 cabe merah--4 buah bawang merah--3 buah bawang putih--secukupnya kunyit--secukupnya jahe--,1) tumis bumbu halus hingga harum + daun jeruk + sereh masukan ayam + air sedikit +bumbu penyedap....koreksi rasa,9,https://cookpad.com/id/resep/4321943-ayam-pyedas-bumbu-kuning,ayam,10,"ayam diungkep , serai digepreh , bumbu penyedap , daun jeruk , bumbu halus , cabe merah , bawang merah , bawang putih , kunyit , jahe",1
telur gembos bumbu kuning,1 butir telur--5 sdm tepung terigu--1 sdm tepung tapioka--secukupnya garam--1/2 sdt lada bubuk--1/2 sdt kunir bubuk--secukupnya gula--200 ml santan--7 cabe rawit--1 bawang putih--2 bawang merah--secukupnya minyak--,"1) buat adonan yang berisi telur, tepung terigu, tepung tapioka, kunir bubuk, dan garam. lalu goreng hingga setengah matang (aku pake megicom). dinginkan, potong kecil².
2) uleg cabe, bawang merah, dan bawang putih lalu tumis hingga harum.
3) masukkan potongan telur tepung tadi, tambahkan santan, gula, garam, dan lada, tunggu hingga air menyerap dan asat.
4) angkat, sajikan..",9,https://cookpad.com/id/resep/3924552-telur-gembos-bumbu-kuning,telur,12,"telur , tepung terigu , tepung tapioka , garam , lada , kunir bubuk , gula , santan , cabe rawit , bawang putih , bawang merah , minyak",4
tumis oyong wortel tempe,"1 buah wortel, potong serong--1 buah oyong, kupas, potong-potong--1/2 potong tempe, potong kecil--bumbu iris ::--3 buah cabe merah keriting, potong serong--2 butir bawang merah--2 siung bawang putih--1/2 sdm saus tiram--secukupnya garam dan gula--","1) panaskan wajan. beri sedikit minyak. tumis bumbu iris hingga harum. masukkan wortel dan tempe, beri sedikit air. tutup. biarkan wortel empuk.
2) setelah wortel empuk, masukkan oyong, garam, gula, dan saus tiram. aduk rata. tes rasa. masak hingga oyong layu.
3) angkat dan hidangkan.",9,https://cookpad.com/id/resep/4421743-tumis-oyong-wortel-tempe,tempe,9,"wortel , potong serong , oyong , kupas , potong potong , potong tempe , potong , bumbu , cabe merah keriting , potong serong , bawang merah , bawang putih , saus tiram , garam gula",3
telur gulung korea,"3 btr telur ayam--1 bh wortel ukuran kecil dirajang(sy ga pake krn g ada stok 😁)--3 lembar daun kol bagian tipis, di ranjang tipis2--2 btg daun bawang, potong tipis2--1 siung bawang putih, cincang (klo yg ga suka bau nya, skip aja)--1/2 sdt garam--1/2 sdt kaldu bubuk--","1) bahan2 semua dirajang
2) kocok telur sampai berbuih tercampur kuning dan putih nya, kemudian masukkan semua sisa bahan... aduk2 lagi
3) panaskan teflon, masukkan sepertiga telur, ratakan, tunggu agak matang bagian atas nya...gulung di dalam teflon, sisakan sedikit...
4) masukkan lagi sepertiga bagian telur... masak sampai agak matang.. lanjutkan lagi menggulung, sisakan lagi sedikit menggulungnya mesti rapat bun, n masih agak basah telur nya, supaya tidak be rongga. punya sy sempat sy tinggal sebentar, panggilan baby
5) masukkan sisa telur, sampai agak matang, gulung lagi.. sampai habis, kemudian biarkan sebentar sampai matang sempurna... setelah itu, angkat dan potong2..*jangan potong terlalu tipis bun,,, tar sobek
6) selamat mencoba.... 
kalo saya bisa, bunda juga pasti bisa! ^^",9,https://cookpad.com/id/resep/4434071-telur-gulung-korea-gyeran-mari-simple,telur,7,"telur ayam , wortel dirajang ga pake krn stok , daun kol tipis , ranjang tipis , btg daun bawang , potong tipis , bawang putih , cincang klo ga suka bau nya , garam , kaldu bubuk",6
chicken steak with brown sauce,dada ayam--tepung sajiku serbaguna--tepung panir--bawang bombay--bawang putih cincang--mentega secukupnya untuk menumis--lada putih atau lada hitam--pala bubuk--saus tiram--sedikit kecap manis--saos tomat/pasta tomat--tepung maizena/terigu yg dilarutkan dg air--,"1) slice dada ayam dan tusuk2 pake garpu biar bumbunya meresap, kalo saya bisa dpt 4 potong. hasilnya ga terlalu tipis, pas laahh . kemudian beri sedikit garam,bawang putih bubuk, cabe bubuk. rendam ayam sekitar 20-30 menit.
2) siapkan 3 wadah untuk kocokan telur, tepung sajiku, tepung panir. kemudian celupkan ayam ke telur-tepung sajiku-tepung panir. goreng sampai ayam kecoklatan.
3) cara membuat saus: tumis bawang bombang dan bawang putih cincang. kemudian masukkan saus tiram, kecap manis,saos tomat/pasta tomat,aduk2 samapai rata. beri garam,lada,dan pala. kemudian tuang tepung maizena/terigu yg sudah dicairkan. koreksi rasa. selesai.
4) cara penyajian bebas yaa. klo saya sayur2nya direbus dulu. air rebusannya dikasi garam.",9,https://cookpad.com/id/resep/4396236-chicken-steak-with-brown-sauce-ala2,ayam,12,"dada ayam , tepung sajiku , tepung panir , bawang bombai , bawang putih cincang , mentega menumis , lada putih lada hitam , pala , saus tiram , kecap manis , saos tomat pasta tomat , tepung maizena terigu dilarutkan dg air",4
kacang merah udang keju,1 kaleng kacang merah (saya pakai ayam brand)--1/2 buah bawang bombay--3 buah cabe rawit--keju potong kotak (secukupnya)--10 ekor udang ukuran sedang (buang kepala dan kulit)--sedikit garam--,"1) iris bawang bombay dan cabe. lalu tumis menggunakan sedikit mentega hingga harum.
2) masukkan kacang merah, keju dan udang
3) tambahkan sedikit garam.
4) angkat lalu sajikan selagi hangat.",9,https://cookpad.com/id/resep/3832682-kacang-merah-udang-keju,udang,6,"kaleng kacang merah ayam brand , bawang bombai , cabe rawit , keju potong kotak , udang buang kepala kulit , garam",4
rolade ayam tahu,250 gram dada ayam fillet--5 bawang merah--3 bawang putih--secukupnya parutan wortel--4 sdm tepung tapioka--1 butir telor--3 butir telor dikocok lepas--,"1) giling dada ayam beserta tepung tapioka, telur, parutan wortel, dan duo bawang yang sudah dihaluskan
2) buatlah dadar telur yang dikocok lepas satu persatu di teflon tipis2 aja biar mudah dilipat dan tidak sobek
3) letakkan adonan di atas dadar, ratakan kemudian gulung memanjang alasi dengan plastik ya
4) kukus sampai kurang lebih 30 menit
5) iris-iris yaa setelah matang, bisa disajikan setelah digoreng atau tanpa digoreng",9,https://cookpad.com/id/resep/4364484-rolade-ayam-tahu,tahu,7,"dada ayam fillet , bawang merah , bawang putih , parutan wortel , tepung tapioka , telor , telor dikocok lepas",7
balado tahu tempe,1 papan tempe--1 bungkus tahu--1 ons cabe merah besar--5 bh kemiri--10 siung bawang merah--3 siung bawang putih--2 batang daun bawang--salam--serai--,"1) haluskan bumbu kecuali salam serai.
2) tumis bumbu sampai matang,tambahkan gugar tes rasa,masukan salam serai,masukan tahu tempe masukan daun bawang iris,tambahkan air. aduk,masak sampai air surut,angkat dajikan.",9,https://cookpad.com/id/resep/3951734-balado-tahu-tempe,tempe,9,"papan tempe , tahu , cabe merah , kemiri , bawang merah , bawang putih , batang daun bawang , salam , serai",2
gule bening non santan,1/2 kg daging kambing /tetelan--bumbu halus--10 siung bawang merah--8 siung bawang putih--1/2 sdt lada bubuk--kapulaga--1 biji pala (saya separuh)--4 biji cabe merah--1 sdt ketumbar--sejumput jinten--1 ruas jari kunyit--1/2 ruas jari jahe--penyedap rasa/gulgar--pelengkap--3 butir bunga cengkeh--sebatang kayu manis--3 tangkai daun bawang pre (iris kasaer--5 lbr daun jeruk--,"1) cuci bersih daging/tetelan, iris2.. kemudian rebus dg cukup air (saya presto biar cpt empuk), kemudian angkat d rasa sdh empuk
2) haluskan bumbu, kemudian tumis bumbu, masukkan cengkeh, daun jeruk, kayu manis, tumis bersamaan, hingga harum dn agak kering
3) selanjutnya, lindahkan tumisan bumbu td ke panci berisi daging/tetelan, selanjutnya masukkan daun bawang pre, penyedap rasa, tes rasa,,jk sdh ok...angkat sajikan",9,https://cookpad.com/id/resep/3272711-gule-bening-non-santan-kitaberbagi,kambing,18,"daging kambing tetelan , bumbu halus , bawang merah , bawang putih , lada , kapulaga , pala separuh , biji cabe merah , ketumbar , jinten , kunyit , jahe , penyedap gulgar , pelengkap , bunga cengkeh , sebatang kayu manis , tangkai daun bawang pre kasaer , daun jeruk",3
kari kambing salim aqiqah,1 ekor kambing/domba ukuran kira-kira 10 kg--12 liter air--4 buah kelapa (santan)--1 kg bawang merah--1/2 kg bawang putih--1 ons jahe--3 buah kelapa di gonseng--1/2 kg cabe kering (direndam dengan air panas)--1/4 kg cabe merah--3 ons ketumbar di sangrai--1 ons jinten di sangrai--1/2 ons adas disangrai--1 ons kemiri disangrai--1 ons kunyit disangrai--3 buah pala disangrai--10 buah kapulaga disangrai--15 butir cengkeh disangrai--6 buah pekak disangrai--4 buah ketapang disangrai--1 sdm kas kas disangrai--garam--asam sunti (buah belimbing yang dikeringkan)/asam jawa--bahan untuk menumis:--1/4 kg bawang merah (iris)--1 ons bawang putih (iris)--3 buah bawang bombay (iris)--15 butir cengkeh--12 buah kapulaga--6 buah pekak--15 batang daun kari--5 batang daun pandan--6 batang sere--10 cm kayu manis--,"1) haluskan bawang merah, bawang putih, jahe, kemiri, kunyit, cabe merah, cabe kering dan asam sunti.
2) haluskan bumbu yang disangrai.
3) bumbu (1) dan (2) tambah kelapa gonseng dicampurkan kedalam kambing/domba yang telah dibersihkan. diamkan selama 20-30 menit.
4) tumis bawang merah dan bawang putih sampai harum kemudian masukkan bawang bombay dan bumbu pelengkap lainnya, tumis sampai harum.
5) masukkan daging kambing yang telah dibumbui, diamkan sejenak sampai berubah warna dan air dari daging kambingnya keluar.
6) sesekali diaduk setelah daging mulai sedikit empuk tambahkan santan encer dan air selanjutnya tambahkan santan kental. tambahkan garam dan gula.
7) masak sampai empuk. kari kambing siap untuk disantap untuk 100 orang.",9,https://cookpad.com/id/resep/3002442-kari-kambing-salim-aqiqah,kambing,33,"kambing domba , air , kelapa santan , bawang merah , bawang putih , jahe , kelapa gonseng , cabe kering direndam air panas , cabe merah , biji ketumbar , jinten , adas , kemiri disangrai , kunyit disangrai , pala disangrai , kapulaga , cengkeh , pekak disangrai , ketapang disangrai , kas kas disangrai , garam , asam sunti belimbing dikeringkan asam jawa , menumis , bawang merah , bawang putih , bawang bombai , cengkeh , kapulaga , pekak , batang daun kari , batang daun pandan , batang serai , kayu manis",7
udang goreng sambal bongkot kecombrang,"1/4 kg udang (kupas, bersihkan)--1 buah jeruk limo--1 batang kecombrang/ bongkot/ kecicang--2 batang sereh--7 buah cabe rawit hijau--5 buah cabe rawit merah--6 siung bawang merah--5 siung bawang putih--secukupnya garam--secukupnya gula pasir--minyak tandusan / minyak kelapa (untuk menumis)--minyak goreng (goreng udang)--","1) bersihkan udang, tiriskan, panaskan minyak goreng kemudian goreng hingga udang berubah warna, jangan kelamaan agar gk alot udangnya
2) iris tipis kecombrang, sereh, bawang merah, bawang putih, cabe,(iris tipis boleh ato cincang juga bisa, sesuaikan saja dgn selera)
3) tumis bumbu dengan minyak tandusan / minyak kelapa agar lebih maknyus hee, klo gk ada bsa pake minyak sisa menggoreng udang tadi
4) tumis bentar aja hingga harum kemudian tambahkan garam, gula pasir sambil koreksi rasa, jika suka bisa tambahkan kaldu jamur bubuk, aduk rata
5) terakhir masukkan udang goreng, aduk hingga rata kemudian angkat dan siap disajikan (bisa di kucuri dgn air perasan jeruk limo)",9,https://cookpad.com/id/resep/3824719-udang-goreng-sambal-bongkot-kecombrang,udang,12,"udang kupas , bersihkan , jeruk limo , batang kecombrang bongkot kecicang , serai , cabe rawit hijau , cabe rawit merah , bawang merah , bawang putih , garam , gula pasir , minyak tandusan minyak kelapa menumis , minyak goreng goreng udang",5
ayam sosis udang saus blackpepper,3 ekor udang--2 potong dada ayam..potong dadu--3 buah sosis potong kemudian goreng--2 ikat pokcoy--1 bh bawang bombay potong--3 bh bawang putih digeprek--1 scht saos blackpepper saori--1/4 sdm lada hitam--gula garam--secukupnya air--daun bawang iris serong--3 buah cabe merah iris serong--,"1) rebus pokcoy sebentar saja kemudian tata di atas piring
2) tumis bawang bombay n bawang putih hingga harum kemudian masukan cabe merah
3) masukan ayam hingga matang
4) masukan udang dan sosis
5) masukan saos saori blackpepper beri sedikit air kurleb 100mil
6) masukan lada hitam gula garam cek rasa
7) tunggu hingga air menyusut
8) matikan api tata diatas pokcoy rebus kemudian beri irisan daun bawang",9,https://cookpad.com/id/resep/3823295-ayam-sosis-udang-saus-blackpepper,udang,12,"udang , potong dada ayampotong dadu , sosis potong goreng , pokcoy , bawang bombai potong , bawang putih digeprek , scht saos blackpepper saori , lada hitam , gula garam , air , daun bawang serong , cabe merah serong",8
rawon sapi setan,250 g daging sapi--2 buah kluwek--4 bawang merah--3 bawang putih--1/2 sdt ketumbar--2 cm kunyit--4 kemiri--1 jempol asem jawa--3 daun jeruk--1/2 sdt kaldu jamur--gula garam--1 bungkus daun melinjo / so--8 cabe setan--,"1) rebus daging lalu buang airnya dan potong2 daging dan rebus lg
2) buka kluwek lalu rendam dg air panas
3) goreng sebentar kunyit kemiri lalu uleg bersama semua bumbu termasuk kluwek kecuali daun jeruk
4) masukan bersama rebusan daging dan daun jeruk
5) tambahkan gulgar dan kaldu jamur cek rasa
6) setelah daging empuk masukan daun so dan cabe setan utuh
7) sajikan
8) tips memilih kluwek yg bagus : pilih kluwek yg terasa lebih berat dr yg lainnya atau apabila dikocok ada isinya..",9,https://cookpad.com/id/resep/3648431-rawon-sapi-setan,sapi,13,"daging sapi , kluwek , bawang merah , bawang putih , ketumbar , kunyit , kemiri , jempol asam jawa , daun jeruk , kaldu jamur , gula garam , daun melinjo so , cabe setan",8
pesmol tenggiri,1/4 ikan tenggiri--1 ruas kunyit--1 bh cabe merah--8 siung bawang merah--2 siung bawang putih--4 bh kemiri--segenggam cabe rawit--secukupnya minyak--secukupnya garam--2 sdm cuka--secukupnya air--,"1) campur cuka,1sdt garam dan dengan 100ml air kirang lebih. bolak balik ikan.panaskan minyak,goreng ikan sampai matang.sisihkan
2) haluskan cabe merah,kunyit, kemiri, bawang putih,bawang merah. tumis dengan minyak secukupnya.tambah air sedikit demi sedikit sambil terus diaduk dan bau langunya hilang.masukkan garam kpreksi rasa.kemudian masukkan ikan,tambahkan air sedikit,aduk.masukkan cabe rawit.tunggu sampai kuah asat.sajikan",9,https://cookpad.com/id/resep/4282848-pesmol-tenggiri,ikan,11,"ikan tenggiri , kunyit , cabe merah , bawang merah , bawang putih , kemiri , cabe rawit , minyak , garam , cuka , air",2
beef macaroni schotel,1 bungkus macaroni elbow (225 gram)--250 gram daging sapi cincang--2 buah sosis sapi wagyu (optional)--1/2 butir bawang bombay cincang dadu--2 siung bawang putih cincang halus--200 gram susu full cream (aku pakai ultra milk)--1 bungkus keju craft quick melt atau cheddar (parut halus)--3 sdm olive oil--1 liter air putih untuk rebusan macaroni--2 telur ayam (kocok lepas)--1 bungkus lada bubuk (aku pakai merk ladaku)--1 sdt totole--garam secukupnya (sesuai selera)--,"1) tuang air dan rebus macaroni sampai dengan al dente (tidak lembek tidak keras). tambahkan minyak sayur sedikit pada rebusan.
2) selagi menunggu rebusan, tumis bawang putih dan bawang bombay yang sudah diiris dengan olive oil hingga harum.
3) masukkan daging cincang dan sosis pada tumisan bawang putih dan bawang bombay. masukkan garam, merica, dan totole. tumis hingga matang.
4) setelah tumisan daging sudah jadi, masukkan susu uht dan telur yang sudah di kocok lepas. lalu aduk hingga merata. panaskan dengan api kecil sebentar.
5) setelah rebusan macaroni sudah jadi, masukkan macaroni ke dalam tumisan daging yang sudah dicampur dengan susu. aduk rata. lalu masukan ke loyang atau tempat yang sudah di alumunium foil (aku pakai loyang 20*10cm dan 3 cup alumunium kecil.
6) masukkan keju yang sudah diparut taruh diatas loyang. masukkan loyang ke dalam oven (yang sudah dipanaskan telebih dahulu) suhu 170 derajat dengan waktu 30-40 menit. tergantung oven masing2.
7) jadi deh macaroni schotel dan siap dihidangkan dengan saus sambal dan saus tomat",9,https://cookpad.com/id/resep/3400792-beef-macaroni-schotel,sapi,13,"macaroni elbow , daging sapi cincang , sosis sapi wagyu , bawang bombai cincang dadu , bawang putih cincang halus , susu full cream ultra milk , keju craft quick melt cheddar parut halus , olive oil , air putih rebusan macaroni , telur ayam kocok lepas , lada merk ladaku , totole , garam",7
